ENSMUSG00000000731	3	6	2	0	7	4	7	7	5	9	12	0
ENSMUSG00000000732	574	299	389	449	315	321	565	550	432	281	566	277
ENSMUSG00000000738	2713	3517	3287	3111	3514	1525	3515	4218	3970	2755	3319	1556
ENSMUSG00000000739	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000740	4366	8169	4730	5031	6416	3310	6032	6313	6994	4195	5799	1791
ENSMUSG00000000743	1413	1800	1708	1559	1333	1508	1179	1181	1015	633	1052	1392
ENSMUSG00000000751	149	1842	1421	740	1384	142	905	590	1319	318	505	130
ENSMUSG00000000753	0	0	0	0	0	10	3	2	2	0	0	11
ENSMUSG00000000759	837	1108	1053	808	1054	366	1023	1053	1170	659	974	352
ENSMUSG00000000766	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000776	537	1120	849	665	827	390	848	1036	1123	631	599	203
ENSMUSG00000000782	2	138	123	14	137	13	23	13	187	8	11	9
ENSMUSG00000000787	22892	56273	44620	38019	36494	36113	42874	38741	37642	23456	29807	31847
ENSMUSG00000000791	0	2	2	3	8	1	0	2	1	1	2	2
ENSMUSG00000000792	11	19	12	4	1	12	8	3	9	2	3	10
ENSMUSG00000000794	3	0	1	0	0	0	0	1	0	1	0	1
ENSMUSG00000000804	3215	3308	3416	3292	2864	2693	4050	4015	3179	2510	3356	2937
ENSMUSG00000000805	0	11	49	40	39	8	83	80	33	98	68	7
ENSMUSG00000000811	117	620	468	294	503	217	330	343	498	217	245	220
ENSMUSG00000000817	0	0	2	0	0	2	0	0	0	1	0	0
ENSMUSG00000000823	913	410	406	389	392	76	483	555	433	343	513	89
ENSMUSG00000000826	2048	3375	3530	3357	3036	4336	3373	3337	2974	1858	2730	3972
ENSMUSG00000000827	1076	1670	1424	1222	1451	1495	1350	1378	1505	913	1285	1315
ENSMUSG00000000838	2380	8294	5216	5189	4668	4891	6332	4904	4326	3190	4162	4607
ENSMUSG00000000861	332	411	398	345	505	51	451	466	597	349	395	71
ENSMUSG00000000869	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000876	1238	1543	1403	1616	1420	229	1881	1945	1405	1136	1604	336
ENSMUSG00000000881	1314	3003	2675	2997	2613	3538	3678	3655	2825	2357	3368	3661
ENSMUSG00000000884	30	77	58	20	57	1	25	21	46	17	19	1
ENSMUSG00000000889	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000901	0	2	4	1	3	0	2	1	7	7	0	0
ENSMUSG00000000902	542	1685	1420	1206	1239	411	1235	1073	1288	665	880	325
ENSMUSG00000000903	6	3	1	0	2	1	2	1	5	0	7	0
ENSMUSG00000000915	5709	4055	4395	4278	4329	3219	4953	5572	4494	3810	4965	2937
ENSMUSG00000000916	112	551	295	227	401	59	283	209	348	135	195	38
ENSMUSG00000000934	323	580	441	260	424	53	381	345	484	182	267	64
ENSMUSG00000000938	0	1	10	7	9	0	5	5	7	4	1	7
ENSMUSG00000000942	1	10	10	6	5	0	5	4	6	4	13	6
ENSMUSG00000000948	226	478	485	387	635	181	452	577	776	311	460	176
ENSMUSG00000000957	581	1344	1049	938	1082	635	1247	1214	1151	745	885	654
ENSMUSG00000000958	1955	2646	1842	2476	1580	1018	2406	2604	1620	1266	2428	1307
ENSMUSG00000000959	699	1300	1168	1197	1367	412	1929	1963	2008	1215	1525	413
ENSMUSG00000000976	655	794	803	591	746	374	896	849	904	624	701	413
ENSMUSG00000000982	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000983	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001014	3	6	2	0	5	0	1	3	4	0	0	0
ENSMUSG00000001016	373	2591	1919	1459	1886	363	2057	1573	2055	877	1148	391
ENSMUSG00000001017	1118	2921	2648	1929	2288	1199	2689	2416	2498	1313	2117	1374
ENSMUSG00000001018	287	770	706	676	700	397	1179	1069	1090	560	843	494
ENSMUSG00000001020	0	0	0	1	0	3	2	0	0	2	1	5
ENSMUSG00000001021	0	1	0	0	0	36	1	1	0	0	0	46
ENSMUSG00000001023	23	32	47	51	42	54	74	78	41	15	51	61
ENSMUSG00000001025	2421	3573	3271	3911	1860	56304	3385	4351	1635	1436	3352	43089
ENSMUSG00000001027	2	0	0	0	0	5	0	0	0	1	0	2
ENSMUSG00000001029	6	1	3	0	1	9	1	3	0	4	2	3
ENSMUSG00000001034	187	259	226	225	254	214	271	233	263	153	207	220
ENSMUSG00000001036	150	252	249	201	340	236	302	266	295	171	241	201
ENSMUSG00000001039	7	15	25	11	12	13	9	4	31	11	28	15
ENSMUSG00000001052	1199	1138	1285	1066	1298	1157	1397	1454	1449	1011	1218	1287
ENSMUSG00000001053	25	231	126	73	170	239	132	81	158	65	50	224
ENSMUSG00000001054	224	254	222	154	180	259	185	166	179	121	212	218
ENSMUSG00000001056	240	1555	1071	657	810	118	990	590	1089	305	460	112
ENSMUSG00000001062	275	194	223	197	172	120	177	216	218	145	241	179
ENSMUSG00000001065	458	369	354	288	330	435	394	489	417	283	382	408
ENSMUSG00000001076	0	0	3	0	0	0	0	2	2	0	0	0
ENSMUSG00000001082	82	281	272	152	277	77	206	107	223	62	92	49
ENSMUSG00000001089	3573	4824	5133	4894	4542	5987	6398	6603	5465	4249	5027	5808
ENSMUSG00000001095	335	39	76	72	65	11	52	104	49	47	93	10
ENSMUSG00000001098	1074	3033	2618	2306	2331	4216	2407	2227	2149	1094	1681	3713
ENSMUSG00000001100	640	1560	1299	947	1216	150	990	981	1120	491	777	175
ENSMUSG00000001103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001105	901	1262	1125	1281	988	597	1447	1393	1060	867	1303	668
ENSMUSG00000001119	0	0	0	0	0	2	0	0	0	0	1	3
ENSMUSG00000001120	0	4	5	5	1	3	4	10	6	2	6	5
ENSMUSG00000001123	2746	3921	3814	3857	2964	1240	5038	3858	3350	2463	3580	1073
ENSMUSG00000001127	1212	1473	1371	1306	1475	480	1431	1586	1466	833	1302	505
ENSMUSG00000001128	17	9	27	11	12	15	10	14	15	3	9	12
ENSMUSG00000001131	0	1	1	1	0	13	0	0	1	0	1	10
ENSMUSG00000001134	177	151	234	151	136	69	220	220	171	110	158	66
ENSMUSG00000001138	151	156	132	78	177	60	104	125	169	82	111	72
ENSMUSG00000001143	141	127	149	88	145	121	150	152	126	103	119	79
ENSMUSG00000001150	1212	1747	1731	1289	1432	670	1507	1350	1230	830	1156	623
ENSMUSG00000001151	2517	2518	2585	1656	2709	852	2571	2801	3051	2089	2516	883
ENSMUSG00000001155	7	0	0	0	0	10	0	1	0	0	1	3
ENSMUSG00000001156	5380	2919	3118	5702	2405	49166	6888	5595	2548	3861	5481	51967
ENSMUSG00000001157	647	1834	1741	1363	1502	1274	1627	1262	1251	721	1141	1392
ENSMUSG00000001158	409	1049	1056	1015	949	967	1715	1655	1433	835	1016	925
ENSMUSG00000001166	34	22	37	43	46	41	54	59	63	41	59	14
ENSMUSG00000001168	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001173	191	507	482	418	552	309	622	553	577	272	423	285
ENSMUSG00000001175	30771	68427	54622	57927	45102	46893	72610	68484	56098	37876	54469	44823
ENSMUSG00000001211	6481	5697	4836	5214	5018	746	6267	5987	4953	4115	5400	692
ENSMUSG00000001225	10905	11046	7597	9008	7140	1173	11177	13749	8738	8315	12401	1444
ENSMUSG00000001227	97	47	86	71	58	21	56	94	75	42	72	25
ENSMUSG00000001228	38	2173	1831	585	2048	119	828	435	1664	319	383	144
ENSMUSG00000001229	760	786	768	665	691	394	888	797	805	472	742	416
ENSMUSG00000001240	0	0	0	0	0	2	0	0	0	0	3	1
ENSMUSG00000001247	2597	4210	4206	3486	3818	6751	5294	4837	4512	3253	3946	7442
ENSMUSG00000001248	9	47	55	19	27	50	33	23	34	25	17	24
ENSMUSG00000001249	7	6	14	11	9	6	8	23	6	6	8	1
ENSMUSG00000001260	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001270	9820	22415	16309	15613	8925	2319	14452	11351	8861	3860	7426	2258
ENSMUSG00000001280	2607	4613	5393	4078	4997	5300	5295	5090	5350	3267	4151	5333
ENSMUSG00000001281	3	10	4	3	6	87	5	17	4	11	7	95
ENSMUSG00000001285	102	346	261	181	206	63	224	156	160	90	144	60
ENSMUSG00000001288	66	94	152	82	112	94	143	130	137	97	108	95
ENSMUSG00000001289	1004	1042	1117	796	997	604	1311	1451	1286	716	1318	569
ENSMUSG00000001300	15434	10986	10514	13179	8538	5391	15619	16215	8999	12344	14753	6829
ENSMUSG00000001305	117	1762	1002	657	922	96	667	440	868	300	344	55
ENSMUSG00000001313	801	815	787	796	627	105	889	688	517	445	674	115
ENSMUSG00000001323	688	1228	1175	1138	797	391	1629	1563	1047	971	1355	304
ENSMUSG00000001333	3	36	46	11	18	6	25	8	32	14	25	4
ENSMUSG00000001334	2	3	4	0	0	0	4	0	0	1	3	0
ENSMUSG00000001348	823	1192	1026	910	870	196	800	712	582	280	640	210
ENSMUSG00000001349	0	0	0	0	0	0	0	0	1	3	0	0
ENSMUSG00000001366	3194	2764	2272	2214	1808	1144	2504	2352	1652	1488	2358	1164
ENSMUSG00000001376	1119	4053	2598	2621	2560	1260	3130	2741	2765	1620	2189	1094
ENSMUSG00000001380	905	3160	1982	2017	1642	708	2059	1443	1488	765	1234	513
ENSMUSG00000001383	853	3239	1904	1868	2006	1081	1800	1600	1671	1093	1167	846
ENSMUSG00000001403	68	1810	1267	1280	1714	135	3343	2027	3023	1109	1391	139
ENSMUSG00000001415	2682	3560	2972	2518	2829	1813	3058	2796	3139	1745	2586	1468
ENSMUSG00000001416	1717	8587	5998	4449	4312	1291	5236	3812	4927	2254	3012	1195
ENSMUSG00000001418	587	680	651	547	644	713	615	631	523	314	560	706
ENSMUSG00000001419	1221	858	964	784	845	1277	1433	1376	1057	798	1056	1180
ENSMUSG00000001420	1098	1997	1446	1784	1492	736	2437	2132	1954	1324	1907	685
ENSMUSG00000001424	7767	10556	10245	8618	8165	2421	8761	7650	7621	3944	6331	2289
ENSMUSG00000001435	47	44	52	52	40	1074	65	65	57	34	57	869
ENSMUSG00000001436	398	750	771	517	775	44	448	488	690	238	419	50
ENSMUSG00000001440	3231	20880	15369	11930	14358	14068	16108	12177	16722	7217	8381	12370
ENSMUSG00000001441	3342	3794	4811	4144	4399	6381	4947	5496	4605	2948	4227	5998
ENSMUSG00000001444	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000001445	219	705	592	499	510	221	647	552	510	230	435	209
ENSMUSG00000001467	18899	31887	34906	30937	27599	14858	29500	37871	26520	18182	27813	18048
ENSMUSG00000001472	8396	8143	7861	7201	6920	6552	9337	10190	8580	6499	8952	6751
ENSMUSG00000001473	1	14	24	11	11	132	10	11	8	4	3	90
ENSMUSG00000001482	615	631	468	475	356	30	458	386	421	243	344	42
ENSMUSG00000001493	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001494	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000001496	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001497	0	1	2	0	0	6	2	0	0	0	0	2
ENSMUSG00000001504	2	0	2	0	3	0	7	4	2	7	1	2
ENSMUSG00000001506	0	0	1	1	0	3	0	1	2	3	0	0
ENSMUSG00000001507	5568	3223	3566	3788	2829	6821	4374	4468	3248	2662	4078	7722
ENSMUSG00000001508	1	2	1	0	0	1	0	1	0	0	0	0
ENSMUSG00000001510	0	0	0	0	0	0	1	0	0	0	0	2
ENSMUSG00000001517	14	340	370	172	363	24	370	207	374	157	164	10
ENSMUSG00000001518	271	377	390	285	312	144	298	266	257	175	249	114
ENSMUSG00000001520	0	5	1	1	2	2	6	1	4	0	1	0
ENSMUSG00000001521	8	35	40	17	29	18	45	27	30	16	20	12
ENSMUSG00000001524	75	542	377	347	376	45	429	308	433	191	271	54
ENSMUSG00000001525	429	9719	8549	4400	7607	2783	6450	3448	7437	2048	2567	2725
ENSMUSG00000001542	2093	1983	1918	1928	1535	2582	2761	3192	1963	1944	2686	2988
ENSMUSG00000001552	5537	4554	4754	4392	3942	10002	5579	5415	4441	3118	4668	9700
ENSMUSG00000001555	0	0	1	0	2	1	0	0	1	1	2	3
ENSMUSG00000001558	0	0	2	5	1	0	5	1	1	1	6	0
ENSMUSG00000001566	30	156	74	37	106	4	91	75	117	44	58	7
ENSMUSG00000001569	1164	2490	1512	1577	1903	499	1813	1843	2000	1171	1287	393
ENSMUSG00000001576	433	1579	1658	1211	1422	863	1786	1502	1714	897	1223	931
ENSMUSG00000001583	1422	798	865	817	881	731	961	1235	1022	585	909	816
ENSMUSG00000001588	21	12	6	11	4	20	10	12	11	19	10	16
ENSMUSG00000001604	779	465	549	429	694	253	755	1077	957	799	994	235
ENSMUSG00000001622	0	0	0	0	0	5	0	0	0	0	0	4
ENSMUSG00000001627	13511	4782	4504	3598	2272	20432	3853	6335	3840	3799	5059	23030
ENSMUSG00000001630	1644	2551	2014	2371	2201	653	2639	2962	2235	1400	1792	587
ENSMUSG00000001632	1754	1713	1813	1371	1648	1356	2042	2076	2085	1284	1614	1292
ENSMUSG00000001642	131	343	380	283	287	170	303	229	285	138	171	111
ENSMUSG00000001655	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001656	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001657	0	0	0	0	0	2	0	1	0	0	0	0
ENSMUSG00000001661	1	3	1	1	0	0	1	0	2	4	0	0
ENSMUSG00000001663	877	1007	914	942	829	160	1200	907	838	631	1050	140
ENSMUSG00000001665	590	968	858	915	811	183	688	702	574	291	595	163
ENSMUSG00000001666	42	93	83	59	82	21	73	69	60	40	70	15
ENSMUSG00000001670	8	6	8	8	1	0	4	4	3	6	8	2
ENSMUSG00000001672	876	1072	779	847	819	793	1187	1051	870	746	1018	633
ENSMUSG00000001674	179	1035	664	528	576	81	654	433	581	280	432	84
ENSMUSG00000001687	2596	3902	3900	3830	3776	3142	4773	4692	3664	2933	4432	2530
ENSMUSG00000001700	3985	3416	3690	3707	3025	445	4422	4841	3159	2272	3775	622
ENSMUSG00000001707	250	1233	963	767	670	160	900	614	666	278	514	139
ENSMUSG00000001729	1973	3337	3003	2157	2543	2968	2368	1967	2247	1161	1733	2893
ENSMUSG00000001739	5644	5238	5130	5633	5598	1139	5236	6355	4306	3155	5601	779
ENSMUSG00000001741	0	0	0	1	2	1	4	1	2	0	1	1
ENSMUSG00000001750	823	638	557	543	729	229	832	836	861	530	687	244
ENSMUSG00000001751	129	202	179	161	171	43	112	97	119	37	89	44
ENSMUSG00000001755	690	1331	1004	982	947	203	1054	922	892	412	710	186
ENSMUSG00000001761	10	203	282	113	300	25	194	163	339	147	107	10
ENSMUSG00000001763	0	6	14	12	7	9	10	3	11	8	12	11
ENSMUSG00000001767	940	3173	2240	2010	2019	1927	3105	3201	2983	2031	2565	1894
ENSMUSG00000001768	859	1927	1928	1695	1967	1606	2058	2199	2241	1235	1673	1408
ENSMUSG00000001773	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001774	886	3515	2348	2083	2082	745	2480	1799	1950	1211	1662	870
ENSMUSG00000001783	2824	7471	4830	4556	5297	1539	4539	4241	4679	2509	3724	1440
ENSMUSG00000001785	387	2047	1181	891	1100	317	1085	889	1105	431	692	207
ENSMUSG00000001786	306	536	457	442	489	350	463	518	488	310	440	260
ENSMUSG00000001794	1002	2334	1989	2214	2199	7334	3320	3270	2331	1790	2780	5748
ENSMUSG00000001802	8	2	6	10	3	0	8	4	9	6	12	2
ENSMUSG00000001804	14	45	34	10	22	17	6	9	22	8	14	23
ENSMUSG00000001815	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000001819	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001823	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827	2	8	1	3	0	2	2	2	0	0	3	0
ENSMUSG00000001829	795	2129	1629	1348	1380	358	1248	1031	1276	597	812	284
ENSMUSG00000001833	2136	9843	8088	8112	6861	11630	10534	8551	7508	5373	6850	10359
ENSMUSG00000001844	141	355	333	271	373	107	307	296	344	197	254	92
ENSMUSG00000001847	1849	3917	4163	3868	3622	5498	5509	4765	4158	2303	3747	6553
ENSMUSG00000001855	687	1180	1159	876	1054	439	1400	1210	1415	754	965	479
ENSMUSG00000001864	3	21	32	18	13	11	24	27	35	11	36	3
ENSMUSG00000001865	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001870	3	2	0	2	0	196	4	5	1	0	0	221
ENSMUSG00000001891	3609	7677	7713	7996	5786	3480	9431	8128	5721	4427	7329	3570
ENSMUSG00000001901	34	59	41	77	40	41	133	109	63	73	107	18
ENSMUSG00000001909	695	1077	754	578	774	118	565	540	779	351	518	122
ENSMUSG00000001910	1576	2539	2366	2084	2461	1933	2995	2538	2683	1567	1878	1924
ENSMUSG00000001911	470	645	575	316	607	55	509	388	589	288	375	51
ENSMUSG00000001918	374	1875	1799	1038	1437	276	1209	915	1433	387	734	355
ENSMUSG00000001924	7988	15108	11903	11981	10106	11862	17662	14145	12437	7805	10722	10626
ENSMUSG00000001930	3	10	6	11	6	2	4	5	12	7	7	1
ENSMUSG00000001942	339	722	827	696	817	141	907	1101	924	540	892	134
ENSMUSG00000001943	30	29	26	31	28	65	39	47	27	12	11	43
ENSMUSG00000001946	9	96	102	35	39	15	42	19	63	22	16	10
ENSMUSG00000001948	9	24	41	37	54	49	113	103	92	70	89	48
ENSMUSG00000001962	1710	3371	2490	2580	2409	2713	3385	2570	2324	1825	2045	2895
ENSMUSG00000001964	225	556	497	362	493	356	499	433	572	248	398	336
ENSMUSG00000001983	342	1428	835	903	849	138	1158	856	943	475	704	113
ENSMUSG00000001985	4	3	2	2	1	3	2	3	1	2	2	1
ENSMUSG00000001986	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001988	0	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000001995	2847	1726	2038	1765	1884	1148	2342	2713	2314	1524	2283	1226
